Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;675;-;-;675;-;-
Wählende;473;70,1 %;+91;473;70,1 %;+91
Ungültige Stimmen;8;1,7 %;-12;5;1,1 %;-13
Gültige Stimmen;465;98,3 %;+12;468;98,9 %;+13
SPD;115;24,7 %;+49;120;25,6 %;+45
AfD;213;45,8 %;+84;200;42,7 %;+40
CDU;56;12,0 %;-58;46;9,8 %;-65
GRÜNE/B 90;3;0,6 %;-42;8;1,7 %;-22
DIE LINKE;16;3,4 %;-59;10;2,1 %;-27
BVB / FREIE WÄHLER;23;4,9 %;-21;15;3,2 %;-29
FDP;2;0,4 %;-32;2;0,4 %;-42
Tierschutzpartei;11;2,4 %;+24;4;0,9 %;-23
Plus;-;-;-;0;0,0 %;-12
BSW;-;-;-;46;9,8 %;+98
III. Weg;-;-;-;1;0,2 %;+02
DKP;-;-;-;0;0,0 %;00
DLW;26;5,6 %;+56;14;3,0 %;+30
WU;-;-;-;2;0,4 %;+04
