Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.149;-;-;1.149;-;-
Wählende;616;53,6 %;-;616.0;53,6 %;-
Ungültige Stimmen;7;1,1 %;-;4.0;0,6 %;-
Gültige Stimmen;609;98,9 %;-;612.0;99,4 %;-
SPD;173;28,4 %;-;244.0;39,9 %;-
AfD;43;7,1 %;-;41.0;6,7 %;-
CDU;34;5,6 %;-;41.0;6,7 %;-
GRÜNE/B 90;280;46,0 %;-;168.0;27,5 %;-
DIE LINKE;52;8,5 %;-;60.0;9,8 %;-
BVB / FREIE WÄHLER;12;2,0 %;-;2.0;0,3 %;-
FDP;8;1,3 %;-;8.0;1,3 %;-
Tierschutzpartei;7;1,1 %;-;3.0;0,5 %;-
Plus;-;-;-;4.0;0,7 %;-
BSW;-;-;-;40.0;6,5 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;1.0;0,2 %;-
