Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.046;-;-;1.046;-;-
Wählende;394;37,7 %;-;394.0;37,7 %;-
Ungültige Stimmen;5;1,3 %;-;3.0;0,8 %;-
Gültige Stimmen;389;98,7 %;-;391.0;99,2 %;-
SPD;111;28,5 %;-;112.0;28,6 %;-
AfD;158;40,6 %;-;157.0;40,2 %;-
CDU;66;17,0 %;-;35.0;9,0 %;-
GRÜNE/B 90;2;0,5 %;-;6.0;1,5 %;-
DIE LINKE;17;4,4 %;-;6.0;1,5 %;-
BVB / FREIE WÄHLER;30;7,7 %;-;14.0;3,6 %;-
FDP;5;1,3 %;-;3.0;0,8 %;-
Tierschutzpartei;-;-;-;8.0;2,0 %;-
Plus;-;-;-;4.0;1,0 %;-
BSW;-;-;-;42.0;10,7 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;3.0;0,8 %;-
WU;-;-;-;1.0;0,3 %;-
