Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;2.644;-;-;2.644;-;-
Wählende;1.948;73,7 %;+136;1.948;73,7 %;+136
Ungültige Stimmen;55;2,8 %;+14;38.0;2,0 %;+05
Gültige Stimmen;1.893;97,2 %;-14;1.91;98,0 %;-05
SPD;549;29,0 %;+86;485.0;25,4 %;+13
AfD;691;36,5 %;+139;607.0;31,8 %;+74
CDU;276;14,6 %;-31;224.0;11,7 %;-51
GRÜNE/B 90;72;3,8 %;-132;96.0;5,0 %;-67
DIE LINKE;90;4,8 %;-72;52.0;2,7 %;-93
BVB / FREIE WÄHLER;147;7,8 %;+07;48.0;2,5 %;-37
FDP;15;0,8 %;-11;11.0;0,6 %;-15
Tierschutzpartei;53;2,8 %;+28;29.0;1,5 %;-00
Plus;-;-;-10;15.0;0,8 %;-01
BSW;-;-;-;331.0;17,3 %;+173
III. Weg;-;-;-;0.0;0,0 %;00
DKP;-;-;-;1.0;0,1 %;+01
DLW;-;-;-;10.0;0,5 %;+05
WU;-;-;-;1.0;0,1 %;+01
