Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;564;-;-;564;-;-
Wählende;322;57,1 %;-;322;57,1 %;-
Ungültige Stimmen;5;1,6 %;-;5;1,6 %;-
Gültige Stimmen;317;98,4 %;-;317;98,4 %;-
SPD;116;36,6 %;-;96;30,3 %;-
AfD;114;36,0 %;-;116;36,6 %;-
CDU;48;15,1 %;-;39;12,3 %;-
GRÜNE/B 90;0;0,0 %;-;2;0,6 %;-
DIE LINKE;8;2,5 %;-;5;1,6 %;-
BVB / FREIE WÄHLER;15;4,7 %;-;4;1,3 %;-
FDP;5;1,6 %;-;3;0,9 %;-
Tierschutzpartei;11;3,5 %;-;7;2,2 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;35;11,0 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;7;2,2 %;-
WU;-;-;-;1;0,3 %;-
