Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;927;-;-;927;-;-
Wählende;381;41,1 %;-;381;41,1 %;-
Ungültige Stimmen;4;1,0 %;-;4;1,0 %;-
Gültige Stimmen;377;99,0 %;-;377;99,0 %;-
SPD;127;33,7 %;-;123;32,6 %;-
AfD;161;42,7 %;-;147;39,0 %;-
CDU;27;7,2 %;-;19;5,0 %;-
GRÜNE/B 90;3;0,8 %;-;8;2,1 %;-
DIE LINKE;31;8,2 %;-;14;3,7 %;-
BVB / FREIE WÄHLER;23;6,1 %;-;8;2,1 %;-
FDP;5;1,3 %;-;2;0,5 %;-
Tierschutzpartei;-;-;-;7;1,9 %;-
Plus;-;-;-;4;1,1 %;-
BSW;-;-;-;41;10,9 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
