Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.204;-;-;1.204;-;-
Wählende;521;43,3 %;-;521.0;43,3 %;-
Ungültige Stimmen;5;1,0 %;-;3.0;0,6 %;-
Gültige Stimmen;516;99,0 %;-;518.0;99,4 %;-
SPD;157;30,4 %;-;142.0;27,4 %;-
AfD;179;34,7 %;-;169.0;32,6 %;-
CDU;66;12,8 %;-;56.0;10,8 %;-
GRÜNE/B 90;21;4,1 %;-;47.0;9,1 %;-
DIE LINKE;19;3,7 %;-;13.0;2,5 %;-
BVB / FREIE WÄHLER;60;11,6 %;-;14.0;2,7 %;-
FDP;5;1,0 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;10.0;1,9 %;-
Plus;9;1,7 %;-;9.0;1,7 %;-
BSW;-;-;-;51.0;9,8 %;-
III. Weg;-;-;-;1.0;0,2 %;-
DKP;-;-;-;1.0;0,2 %;-
DLW;-;-;-;2.0;0,4 %;-
WU;-;-;-;1.0;0,2 %;-
