Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;776;-;-;776;-;-
Wählende;375;48,3 %;-;375;48,3 %;-
Ungültige Stimmen;4;1,1 %;-;4;1,1 %;-
Gültige Stimmen;371;98,9 %;-;371;98,9 %;-
SPD;108;29,1 %;-;111;29,9 %;-
AfD;162;43,7 %;-;152;41,0 %;-
CDU;64;17,3 %;-;33;8,9 %;-
GRÜNE/B 90;2;0,5 %;-;5;1,3 %;-
DIE LINKE;13;3,5 %;-;7;1,9 %;-
BVB / FREIE WÄHLER;10;2,7 %;-;7;1,9 %;-
FDP;4;1,1 %;-;4;1,1 %;-
Tierschutzpartei;-;-;-;6;1,6 %;-
Plus;4;1,1 %;-;4;1,1 %;-
BSW;-;-;-;40;10,8 %;-
III. Weg;4;1,1 %;-;2;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
