Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;852;-;-;852;-;-
Ungültige Stimmen;11;1,3 %;-;8;0,9 %;-
Gültige Stimmen;841;98,7 %;-;844;99,1 %;-
SPD;271;32,2 %;-;280;33,2 %;-
AfD;159;18,9 %;-;148;17,5 %;-
CDU;277;32,9 %;-;163;19,3 %;-
GRÜNE/B 90;34;4,0 %;-;38;4,5 %;-
DIE LINKE;40;4,8 %;-;16;1,9 %;-
BVB / FREIE WÄHLER;47;5,6 %;-;23;2,7 %;-
FDP;13;1,5 %;-;12;1,4 %;-
Tierschutzpartei;-;-;-;24;2,8 %;-
Plus;-;-;-;13;1,5 %;-
BSW;-;-;-;122;14,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,4 %;-
WU;-;-;-;2;0,2 %;-
