Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;954;-;-;954;-;-
Ungültige Stimmen;11;1,2 %;-;3;0,3 %;-
Gültige Stimmen;943;98,8 %;-;951;99,7 %;-
SPD;264;28,0 %;-;284;29,9 %;-
AfD;160;17,0 %;-;137;14,4 %;-
CDU;295;31,3 %;-;233;24,5 %;-
GRÜNE/B 90;87;9,2 %;-;76;8,0 %;-
DIE LINKE;50;5,3 %;-;33;3,5 %;-
BVB / FREIE WÄHLER;28;3,0 %;-;6;0,6 %;-
FDP;26;2,8 %;-;23;2,4 %;-
Tierschutzpartei;-;-;-;21;2,2 %;-
Plus;33;3,5 %;-;18;1,9 %;-
BSW;-;-;-;114;12,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;2;0,2 %;-
WU;-;-;-;3;0,3 %;-
