Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;157;-;-;157;-;-
Wählende;96;61,1 %;-;96;61,1 %;-
Ungültige Stimmen;2;2,1 %;-;3;3,1 %;-
Gültige Stimmen;94;97,9 %;-;93;96,9 %;-
SPD;23;24,5 %;-;28;30,1 %;-
AfD;35;37,2 %;-;32;34,4 %;-
CDU;26;27,7 %;-;19;20,4 %;-
GRÜNE/B 90;0;0,0 %;-;0;0,0 %;-
DIE LINKE;5;5,3 %;-;0;0,0 %;-
BVB / FREIE WÄHLER;4;4,3 %;-;3;3,2 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;1;1,1 %;-
Plus;-;-;-;1;1,1 %;-
BSW;-;-;-;8;8,6 %;-
III. Weg;1;1,1 %;-;1;1,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
