Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;801;-;-;801;-;-
Wählende;412;51,4 %;-;412;51,4 %;-
Ungültige Stimmen;5;1,2 %;-;0;0,0 %;-
Gültige Stimmen;407;98,8 %;-;412;100,0 %;-
SPD;132;32,4 %;-;122;29,6 %;-
AfD;180;44,2 %;-;164;39,8 %;-
CDU;53;13,0 %;-;46;11,2 %;-
GRÜNE/B 90;7;1,7 %;-;10;2,4 %;-
DIE LINKE;9;2,2 %;-;3;0,7 %;-
BVB / FREIE WÄHLER;20;4,9 %;-;6;1,5 %;-
FDP;4;1,0 %;-;4;1,0 %;-
Tierschutzpartei;-;-;-;5;1,2 %;-
Plus;-;-;-;3;0,7 %;-
BSW;-;-;-;44;10,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;0,5 %;-;1;0,2 %;-
DLW;-;-;-;3;0,7 %;-
WU;-;-;-;1;0,2 %;-
