Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;299;-;-;299;-;-
Wählende;193;64,5 %;-;193;64,5 %;-
Ungültige Stimmen;5;2,6 %;-;2;1,0 %;-
Gültige Stimmen;188;97,4 %;-;191;99,0 %;-
SPD;64;34,0 %;-;55;28,8 %;-
AfD;78;41,5 %;-;72;37,7 %;-
CDU;23;12,2 %;-;22;11,5 %;-
GRÜNE/B 90;2;1,1 %;-;5;2,6 %;-
DIE LINKE;6;3,2 %;-;3;1,6 %;-
BVB / FREIE WÄHLER;11;5,9 %;-;5;2,6 %;-
FDP;4;2,1 %;-;4;2,1 %;-
Tierschutzpartei;-;-;-;4;2,1 %;-
Plus;0;0,0 %;-;1;0,5 %;-
BSW;-;-;-;19;9,9 %;-
III. Weg;-;-;-;1;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
