Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.183;-;-;1.183;-;-
Wählende;590;49,9 %;-;590;49,9 %;-
Ungültige Stimmen;7;1,2 %;-;6;1,0 %;-
Gültige Stimmen;583;98,8 %;-;584;99,0 %;-
SPD;228;39,1 %;-;195;33,4 %;-
AfD;103;17,7 %;-;95;16,3 %;-
CDU;76;13,0 %;-;60;10,3 %;-
GRÜNE/B 90;96;16,5 %;-;107;18,3 %;-
DIE LINKE;32;5,5 %;-;29;5,0 %;-
BVB / FREIE WÄHLER;13;2,2 %;-;11;1,9 %;-
FDP;12;2,1 %;-;9;1,5 %;-
Tierschutzpartei;-;-;-;16;2,7 %;-
Plus;18;3,1 %;-;9;1,5 %;-
BSW;-;-;-;49;8,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;4;0,7 %;-
EB Müller;5;0,9 %;-;-;-;-
