Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;809;-;-;809;-;-
Wählende;330;40,8 %;-;330;40,8 %;-
Ungültige Stimmen;2;0,6 %;-;1;0,3 %;-
Gültige Stimmen;328;99,4 %;-;329;99,7 %;-
SPD;139;42,4 %;-;115;35,0 %;-
AfD;130;39,6 %;-;120;36,5 %;-
CDU;24;7,3 %;-;19;5,8 %;-
GRÜNE/B 90;6;1,8 %;-;7;2,1 %;-
DIE LINKE;9;2,7 %;-;10;3,0 %;-
BVB / FREIE WÄHLER;19;5,8 %;-;11;3,3 %;-
FDP;1;0,3 %;-;0;0,0 %;-
Tierschutzpartei;-;-;-;3;0,9 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;43;13,1 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;0;0,0 %;-
