Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;52.468;-;-;52.468;-;-
Wählende;38.693;73,7 %;+130;38.693;73,7 %;+130
Ungültige Stimmen;546;1,4 %;-02;326.0;0,8 %;-06
Gültige Stimmen;38.147;98,6 %;+02;38.367;99,2 %;+06
SPD;12.246;32,1 %;+44;11.646;30,4 %;+24
AfD;12.047;31,6 %;+100;11.256;29,3 %;+65
CDU;8.381;22,0 %;+26;5.318;13,9 %;-40
GRÜNE/B 90;782;2,0 %;-70;1.158;3,0 %;-60
DIE LINKE;1.601;4,2 %;-58;869.0;2,3 %;-68
BVB / FREIE WÄHLER;2.515;6,6 %;-11;969.0;2,5 %;-28
FDP;575;1,5 %;-24;268.0;0,7 %;-33
Tierschutzpartei;-;-;-;754.0;2,0 %;-06
Plus;-;-;-;269.0;0,7 %;-04
BSW;-;-;-;5.568;14,5 %;+145
III. Weg;-;-;-;29.0;0,1 %;+01
DKP;-;-;-;26.0;0,1 %;+01
DLW;-;-;-;176.0;0,5 %;+05
WU;-;-;-;61.0;0,2 %;+02
