Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;85;-;-;85;-;-
Wählende;49;57,6 %;-;49;57,6 %;-
Ungültige Stimmen;0;0,0 %;-;1;2,0 %;-
Gültige Stimmen;49;100,0 %;-;48;98,0 %;-
SPD;15;30,6 %;-;14;29,2 %;-
AfD;10;20,4 %;-;10;20,8 %;-
CDU;8;16,3 %;-;5;10,4 %;-
GRÜNE/B 90;1;2,0 %;-;0;0,0 %;-
DIE LINKE;8;16,3 %;-;5;10,4 %;-
BVB / FREIE WÄHLER;1;2,0 %;-;2;4,2 %;-
FDP;0;0,0 %;-;1;2,1 %;-
Tierschutzpartei;-;-;-;2;4,2 %;-
Plus;5;10,2 %;-;0;0,0 %;-
BSW;-;-;-;7;14,6 %;-
III. Weg;0;0,0 %;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;2;4,2 %;-
WU;-;-;-;0;0,0 %;-
EB Mießner;1;2,0 %;-;-;-;-
