Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.213;-;-;1.213;-;-
Ungültige Stimmen;10;0,8 %;-;6.0;0,5 %;-
Gültige Stimmen;1.203;99,2 %;-;1.207;99,5 %;-
SPD;405;33,7 %;-;416.0;34,5 %;-
AfD;163;13,5 %;-;141.0;11,7 %;-
CDU;396;32,9 %;-;311.0;25,8 %;-
GRÜNE/B 90;88;7,3 %;-;90.0;7,5 %;-
DIE LINKE;54;4,5 %;-;27.0;2,2 %;-
BVB / FREIE WÄHLER;47;3,9 %;-;11.0;0,9 %;-
FDP;16;1,3 %;-;16.0;1,3 %;-
Tierschutzpartei;-;-;-;27.0;2,2 %;-
Plus;34;2,8 %;-;18.0;1,5 %;-
BSW;-;-;-;144.0;11,9 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;1.0;0,1 %;-
DLW;-;-;-;1.0;0,1 %;-
WU;-;-;-;4.0;0,3 %;-
