Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;538;-;-;538;-;-
Wählende;220;40,9 %;-;220;40,9 %;-
Ungültige Stimmen;4;1,8 %;-;3;1,4 %;-
Gültige Stimmen;216;98,2 %;-;217;98,6 %;-
SPD;77;35,6 %;-;69;31,8 %;-
AfD;84;38,9 %;-;81;37,3 %;-
CDU;21;9,7 %;-;14;6,5 %;-
GRÜNE/B 90;4;1,9 %;-;12;5,5 %;-
DIE LINKE;19;8,8 %;-;9;4,1 %;-
BVB / FREIE WÄHLER;8;3,7 %;-;5;2,3 %;-
FDP;3;1,4 %;-;2;0,9 %;-
Tierschutzpartei;-;-;-;2;0,9 %;-
Plus;-;-;-;1;0,5 %;-
BSW;-;-;-;21;9,7 %;-
III. Weg;-;-;-;1;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
