Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;863;-;-;863;-;-
Wählende;492;57,0 %;-;492;57,0 %;-
Ungültige Stimmen;4;0,8 %;-;4;0,8 %;-
Gültige Stimmen;488;99,2 %;-;488;99,2 %;-
SPD;206;42,2 %;-;171;35,0 %;-
AfD;179;36,7 %;-;164;33,6 %;-
CDU;51;10,5 %;-;50;10,2 %;-
GRÜNE/B 90;3;0,6 %;-;6;1,2 %;-
DIE LINKE;7;1,4 %;-;5;1,0 %;-
BVB / FREIE WÄHLER;20;4,1 %;-;6;1,2 %;-
FDP;9;1,8 %;-;4;0,8 %;-
Tierschutzpartei;-;-;-;11;2,3 %;-
Plus;5;1,0 %;-;1;0,2 %;-
BSW;-;-;-;60;12,3 %;-
III. Weg;-;-;-;2;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;8;1,6 %;-;2;0,4 %;-
WU;-;-;-;6;1,2 %;-
