Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.438;-;-;1.438;-;-
Wählende;705;49,0 %;-;705;49,0 %;-
Ungültige Stimmen;2;0,3 %;-;2;0,3 %;-
Gültige Stimmen;703;99,7 %;-;703;99,7 %;-
SPD;190;27,0 %;-;199;28,3 %;-
AfD;334;47,5 %;-;295;42,0 %;-
CDU;105;14,9 %;-;66;9,4 %;-
GRÜNE/B 90;1;0,1 %;-;7;1,0 %;-
DIE LINKE;13;1,8 %;-;8;1,1 %;-
BVB / FREIE WÄHLER;20;2,8 %;-;9;1,3 %;-
FDP;12;1,7 %;-;6;0,9 %;-
Tierschutzpartei;-;-;-;12;1,7 %;-
Plus;6;0,9 %;-;4;0,6 %;-
BSW;-;-;-;94;13,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;0,3 %;-;0;0,0 %;-
DLW;-;-;-;2;0,3 %;-
WU;-;-;-;1;0,1 %;-
Demokraten BB;20;2,8 %;-;-;-;-
