Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;587;-;-;587;-;-
Wählende;309;52,6 %;-;309;52,6 %;-
Ungültige Stimmen;6;1,9 %;-;3;1,0 %;-
Gültige Stimmen;303;98,1 %;-;306;99,0 %;-
SPD;138;45,5 %;-;113;36,9 %;-
AfD;64;21,1 %;-;67;21,9 %;-
CDU;44;14,5 %;-;34;11,1 %;-
GRÜNE/B 90;15;5,0 %;-;27;8,8 %;-
DIE LINKE;14;4,6 %;-;11;3,6 %;-
BVB / FREIE WÄHLER;26;8,6 %;-;7;2,3 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;7;2,3 %;-
Plus;-;-;-;5;1,6 %;-
BSW;-;-;-;29;9,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,3 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;2;0,7 %;-
