Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;835;-;-;835;-;-
Ungültige Stimmen;9;1,1 %;-;5;0,6 %;-
Gültige Stimmen;826;98,9 %;-;830;99,4 %;-
SPD;258;31,2 %;-;259;31,2 %;-
AfD;131;15,9 %;-;123;14,8 %;-
CDU;205;24,8 %;-;170;20,5 %;-
GRÜNE/B 90;42;5,1 %;-;50;6,0 %;-
DIE LINKE;47;5,7 %;-;12;1,4 %;-
BVB / FREIE WÄHLER;128;15,5 %;-;55;6,6 %;-
FDP;15;1,8 %;-;12;1,4 %;-
Tierschutzpartei;-;-;-;24;2,9 %;-
Plus;-;-;-;14;1,7 %;-
BSW;-;-;-;108;13,0 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,1 %;-
DLW;-;-;-;1;0,1 %;-
WU;-;-;-;1;0,1 %;-
