Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;525;-;-;525;-;-
Ungültige Stimmen;5;1,0 %;-;2;0,4 %;-
Gültige Stimmen;520;99,0 %;-;523;99,6 %;-
SPD;103;19,8 %;-;125;23,9 %;-
AfD;140;26,9 %;-;123;23,5 %;-
CDU;129;24,8 %;-;97;18,5 %;-
GRÜNE/B 90;13;2,5 %;-;9;1,7 %;-
DIE LINKE;49;9,4 %;-;17;3,3 %;-
BVB / FREIE WÄHLER;82;15,8 %;-;33;6,3 %;-
FDP;4;0,8 %;-;3;0,6 %;-
Tierschutzpartei;-;-;-;6;1,1 %;-
Plus;-;-;-;8;1,5 %;-
BSW;-;-;-;99;18,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;2;0,4 %;-
WU;-;-;-;0;0,0 %;-
