Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;963;-;-;963;-;-
Ungültige Stimmen;11;1,1 %;+08;3;0,3 %;-01
Gültige Stimmen;952;98,9 %;-08;960;99,7 %;+01
SPD;345;36,2 %;+173;349;36,4 %;+123
AfD;172;18,1 %;+71;145;15,1 %;+29
CDU;164;17,2 %;+02;126;13,1 %;-34
GRÜNE/B 90;105;11,0 %;-47;90;9,4 %;-96
DIE LINKE;76;8,0 %;-43;37;3,9 %;-80
BVB / FREIE WÄHLER;75;7,9 %;-136;19;2,0 %;-61
FDP;15;1,6 %;-12;13;1,4 %;-40
Tierschutzpartei;-;-;-;22;2,3 %;+02
Plus;-;-;-;16;1,7 %;+09
BSW;-;-;-;135;14,1 %;+141
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,1 %;+01
DLW;-;-;-;1;0,1 %;+01
WU;-;-;-;6;0,6 %;+06
