Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;475;-;-;475;-;-
Wählende;251;52,8 %;-;251;52,8 %;-
Ungültige Stimmen;3;1,2 %;-;2;0,8 %;-
Gültige Stimmen;248;98,8 %;-;249;99,2 %;-
SPD;77;31,0 %;-;78;31,3 %;-
AfD;118;47,6 %;-;105;42,2 %;-
CDU;24;9,7 %;-;12;4,8 %;-
GRÜNE/B 90;2;0,8 %;-;2;0,8 %;-
DIE LINKE;13;5,2 %;-;7;2,8 %;-
BVB / FREIE WÄHLER;7;2,8 %;-;6;2,4 %;-
FDP;2;0,8 %;-;2;0,8 %;-
Tierschutzpartei;5;2,0 %;-;4;1,6 %;-
Plus;-;-;-;2;0,8 %;-
BSW;-;-;-;28;11,2 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,4 %;-
WU;-;-;-;1;0,4 %;-
