Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0.0;-;-
Wählende;1.105;-;-;1.105;-;-
Ungültige Stimmen;9;0,8 %;+01;4.0;0,4 %;-01
Gültige Stimmen;1.096;99,2 %;-01;1.101;99,6 %;+01
SPD;457;41,7 %;+169;409.0;37,1 %;+116
AfD;161;14,7 %;+23;137.0;12,4 %;-03
CDU;189;17,2 %;-12;164.0;14,9 %;-28
GRÜNE/B 90;92;8,4 %;-72;100.0;9,1 %;-74
DIE LINKE;62;5,7 %;-110;47.0;4,3 %;-93
BVB / FREIE WÄHLER;64;5,8 %;-10;23.0;2,1 %;-31
FDP;16;1,5 %;-39;10.0;0,9 %;-41
Tierschutzpartei;-;-;-;21.0;1,9 %;-02
Plus;55;5,0 %;+50;17.0;1,5 %;+00
BSW;-;-;-;165.0;15,0 %;+150
III. Weg;-;-;-;1.0;0,1 %;+01
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;7.0;0,6 %;+06
WU;-;-;-;0.0;0,0 %;00
