Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;542;-;-;542;-;-
Wählende;301;55,5 %;+62;301;55,5 %;+62
Ungültige Stimmen;11;3,7 %;+09;6;2,0 %;-00
Gültige Stimmen;290;96,3 %;-09;295;98,0 %;+00
SPD;82;28,3 %;-104;76;25,8 %;-68
AfD;126;43,4 %;+194;116;39,3 %;+134
CDU;57;19,7 %;+01;45;15,3 %;-86
GRÜNE/B 90;3;1,0 %;-21;1;0,3 %;-42
DIE LINKE;12;4,1 %;-25;3;1,0 %;-49
BVB / FREIE WÄHLER;10;3,4 %;-18;6;2,0 %;-21
FDP;0;0,0 %;-28;0;0,0 %;-21
Tierschutzpartei;-;-;-;6;2,0 %;+13
Plus;-;-;-;0;0,0 %;00
BSW;-;-;-;29;9,8 %;+98
III. Weg;0;0,0 %;00;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;12;4,1 %;+41
WU;-;-;-;1;0,3 %;+03
