Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;631;-;-;631;-;-
Ungültige Stimmen;5;0,8 %;-;0;0,0 %;-
Gültige Stimmen;626;99,2 %;-;631;100,0 %;-
SPD;195;31,2 %;-;215;34,1 %;-
AfD;134;21,4 %;-;104;16,5 %;-
CDU;136;21,7 %;-;83;13,2 %;-
GRÜNE/B 90;35;5,6 %;-;29;4,6 %;-
DIE LINKE;57;9,1 %;-;20;3,2 %;-
BVB / FREIE WÄHLER;59;9,4 %;-;15;2,4 %;-
FDP;10;1,6 %;-;3;0,5 %;-
Tierschutzpartei;-;-;-;11;1,7 %;-
Plus;-;-;-;5;0,8 %;-
BSW;-;-;-;140;22,2 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;3;0,5 %;-
