Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;908;-;-;908;-;-
Wählende;476;52,4 %;-;476;52,4 %;-
Ungültige Stimmen;3;0,6 %;-;4;0,8 %;-
Gültige Stimmen;473;99,4 %;-;472;99,2 %;-
SPD;146;30,9 %;-;137;29,0 %;-
AfD;173;36,6 %;-;155;32,8 %;-
CDU;77;16,3 %;-;46;9,7 %;-
GRÜNE/B 90;6;1,3 %;-;17;3,6 %;-
DIE LINKE;41;8,7 %;-;20;4,2 %;-
BVB / FREIE WÄHLER;30;6,3 %;-;11;2,3 %;-
FDP;0;0,0 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;6;1,3 %;-
Plus;-;-;-;3;0,6 %;-
BSW;-;-;-;74;15,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,4 %;-
