Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.257;-;-;1.257;-;-
Wählende;721;57,4 %;+56;721.0;57,4 %;+56
Ungültige Stimmen;7;1,0 %;+01;5.0;0,7 %;-04
Gültige Stimmen;714;99,0 %;-01;716.0;99,3 %;+04
SPD;226;31,7 %;+64;210.0;29,3 %;-50
AfD;267;37,4 %;+161;267.0;37,3 %;+149
CDU;138;19,3 %;-78;86.0;12,0 %;-62
GRÜNE/B 90;5;0,7 %;-51;16.0;2,2 %;-50
DIE LINKE;20;2,8 %;-67;12.0;1,7 %;-52
BVB / FREIE WÄHLER;46;6,4 %;-18;26.0;3,6 %;-10
FDP;6;0,8 %;-19;2.0;0,3 %;-26
Tierschutzpartei;-;-;-;8.0;1,1 %;-06
Plus;-;-;-;4.0;0,6 %;-08
BSW;-;-;-;80.0;11,2 %;+112
III. Weg;6;0,8 %;+08;2.0;0,3 %;+03
DKP;-;-;-;0.0;0,0 %;00
DLW;-;-;-;2.0;0,3 %;+03
WU;-;-;-;1.0;0,1 %;+01
