Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;631;-;-;631;-;-
Ungültige Stimmen;10;1,6 %;+08;1;0,2 %;-03
Gültige Stimmen;621;98,4 %;-08;630;99,8 %;+03
SPD;206;33,2 %;+85;208;33,0 %;+105
AfD;76;12,2 %;+15;62;9,8 %;-18
CDU;162;26,1 %;+64;127;20,2 %;+14
GRÜNE/B 90;86;13,8 %;-73;65;10,3 %;-130
DIE LINKE;29;4,7 %;-92;10;1,6 %;-91
BVB / FREIE WÄHLER;25;4,0 %;-07;9;1,4 %;-22
FDP;10;1,6 %;-25;6;1,0 %;-44
Tierschutzpartei;-;-;-;16;2,5 %;+04
Plus;16;2,6 %;+26;11;1,7 %;+02
BSW;-;-;-;108;17,1 %;+171
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;1;0,2 %;+02
DLW;-;-;-;2;0,3 %;+03
WU;-;-;-;5;0,8 %;+08
EB Müller;11;1,8 %;+08;-;-;-
