Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;995;-;-;995;-;-
Wählende;444;44,6 %;-;444;44,6 %;-
Ungültige Stimmen;6;1,4 %;-;5;1,1 %;-
Gültige Stimmen;438;98,6 %;-;439;98,9 %;-
SPD;135;30,8 %;-;125;28,5 %;-
AfD;165;37,7 %;-;162;36,9 %;-
CDU;70;16,0 %;-;53;12,1 %;-
GRÜNE/B 90;8;1,8 %;-;12;2,7 %;-
DIE LINKE;16;3,7 %;-;15;3,4 %;-
BVB / FREIE WÄHLER;16;3,7 %;-;5;1,1 %;-
FDP;2;0,5 %;-;3;0,7 %;-
Tierschutzpartei;26;5,9 %;-;13;3,0 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;47;10,7 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
