Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;248;-;-;248;-;-
Wählende;141;56,9 %;-;141;56,9 %;-
Ungültige Stimmen;4;2,8 %;-;4;2,8 %;-
Gültige Stimmen;137;97,2 %;-;137;97,2 %;-
SPD;41;29,9 %;-;34;24,8 %;-
AfD;64;46,7 %;-;63;46,0 %;-
CDU;18;13,1 %;-;11;8,0 %;-
GRÜNE/B 90;0;0,0 %;-;2;1,5 %;-
DIE LINKE;-;-;-;4;2,9 %;-
BVB / FREIE WÄHLER;13;9,5 %;-;1;0,7 %;-
FDP;1;0,7 %;-;1;0,7 %;-
Tierschutzpartei;-;-;-;1;0,7 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;19;13,9 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,7 %;-
WU;-;-;-;0;0,0 %;-
