Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;844;-;-;844;-;-
Wählende;435;51,5 %;-;435;51,5 %;-
Ungültige Stimmen;9;2,1 %;-;6;1,4 %;-
Gültige Stimmen;426;97,9 %;-;429;98,6 %;-
SPD;146;34,3 %;-;130;30,3 %;-
AfD;159;37,3 %;-;149;34,7 %;-
CDU;49;11,5 %;-;41;9,6 %;-
GRÜNE/B 90;4;0,9 %;-;14;3,3 %;-
DIE LINKE;12;2,8 %;-;7;1,6 %;-
BVB / FREIE WÄHLER;44;10,3 %;-;15;3,5 %;-
FDP;9;2,1 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;10;2,3 %;-
Plus;3;0,7 %;-;1;0,2 %;-
BSW;-;-;-;58;13,5 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;1;0,2 %;-
