Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;753;-;-;753;-;-
Wählende;394;52,3 %;-;394;52,3 %;-
Ungültige Stimmen;7;1,8 %;-;3;0,8 %;-
Gültige Stimmen;387;98,2 %;-;391;99,2 %;-
SPD;113;29,2 %;-;105;26,9 %;-
AfD;159;41,1 %;-;140;35,8 %;-
CDU;74;19,1 %;-;56;14,3 %;-
GRÜNE/B 90;11;2,8 %;-;11;2,8 %;-
DIE LINKE;-;-;-;5;1,3 %;-
BVB / FREIE WÄHLER;26;6,7 %;-;8;2,0 %;-
FDP;4;1,0 %;-;4;1,0 %;-
Tierschutzpartei;-;-;-;13;3,3 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;46;11,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
