Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;839;-;-;839;-;-
Wählende;409;48,7 %;-;409;48,7 %;-
Ungültige Stimmen;8;2,0 %;-;6;1,5 %;-
Gültige Stimmen;401;98,0 %;-;403;98,5 %;-
SPD;109;27,2 %;-;107;26,6 %;-
AfD;211;52,6 %;-;194;48,1 %;-
CDU;38;9,5 %;-;23;5,7 %;-
GRÜNE/B 90;8;2,0 %;-;9;2,2 %;-
DIE LINKE;8;2,0 %;-;9;2,2 %;-
BVB / FREIE WÄHLER;16;4,0 %;-;9;2,2 %;-
FDP;4;1,0 %;-;4;1,0 %;-
Tierschutzpartei;-;-;-;3;0,7 %;-
Plus;4;1,0 %;-;2;0,5 %;-
BSW;-;-;-;39;9,7 %;-
III. Weg;-;-;-;1;0,2 %;-
DKP;-;-;-;0;0,0 %;-
DLW;3;0,7 %;-;1;0,2 %;-
WU;-;-;-;2;0,5 %;-
