Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;765;-;-;765;-;-
Wählende;303;39,6 %;-;303;39,6 %;-
Ungültige Stimmen;6;2,0 %;-;3;1,0 %;-
Gültige Stimmen;297;98,0 %;-;300;99,0 %;-
SPD;126;42,4 %;-;111;37,0 %;-
AfD;112;37,7 %;-;98;32,7 %;-
CDU;13;4,4 %;-;11;3,7 %;-
GRÜNE/B 90;1;0,3 %;-;2;0,7 %;-
DIE LINKE;25;8,4 %;-;8;2,7 %;-
BVB / FREIE WÄHLER;17;5,7 %;-;5;1,7 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;9;3,0 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;50;16,7 %;-
III. Weg;-;-;-;2;0,7 %;-
DKP;1;0,3 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
