Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;560;-;-;560;-;-
Wählende;309;55,2 %;-;309;55,2 %;-
Ungültige Stimmen;5;1,6 %;-;3;1,0 %;-
Gültige Stimmen;304;98,4 %;-;306;99,0 %;-
SPD;107;35,2 %;-;103;33,7 %;-
AfD;99;32,6 %;-;95;31,0 %;-
CDU;44;14,5 %;-;31;10,1 %;-
GRÜNE/B 90;16;5,3 %;-;13;4,2 %;-
DIE LINKE;8;2,6 %;-;6;2,0 %;-
BVB / FREIE WÄHLER;24;7,9 %;-;9;2,9 %;-
FDP;6;2,0 %;-;5;1,6 %;-
Tierschutzpartei;-;-;-;7;2,3 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;33;10,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
