Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.061;-;-;1.061;-;-
Wählende;554;52,2 %;-;554;52,2 %;-
Ungültige Stimmen;8;1,4 %;-;6;1,1 %;-
Gültige Stimmen;546;98,6 %;-;548;98,9 %;-
SPD;235;43,0 %;-;183;33,4 %;-
AfD;118;21,6 %;-;109;19,9 %;-
CDU;107;19,6 %;-;78;14,2 %;-
GRÜNE/B 90;12;2,2 %;-;62;11,3 %;-
DIE LINKE;24;4,4 %;-;20;3,6 %;-
BVB / FREIE WÄHLER;22;4,0 %;-;6;1,1 %;-
FDP;18;3,3 %;-;11;2,0 %;-
Tierschutzpartei;-;-;-;16;2,9 %;-
Plus;5;0,9 %;-;9;1,6 %;-
BSW;-;-;-;50;9,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,2 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;3;0,5 %;-
EB Müller;5;0,9 %;-;-;-;-
