Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.145;-;-;1.145;-;-
Wählende;629;54,9 %;-;629.0;54,9 %;-
Ungültige Stimmen;5;0,8 %;-;2.0;0,3 %;-
Gültige Stimmen;624;99,2 %;-;627.0;99,7 %;-
SPD;154;24,7 %;-;159.0;25,4 %;-
AfD;220;35,3 %;-;229.0;36,5 %;-
CDU;161;25,8 %;-;93.0;14,8 %;-
GRÜNE/B 90;14;2,2 %;-;11.0;1,8 %;-
DIE LINKE;25;4,0 %;-;16.0;2,6 %;-
BVB / FREIE WÄHLER;43;6,9 %;-;15.0;2,4 %;-
FDP;7;1,1 %;-;6.0;1,0 %;-
Tierschutzpartei;-;-;-;9.0;1,4 %;-
Plus;-;-;-;11.0;1,8 %;-
BSW;-;-;-;73.0;11,6 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;2.0;0,3 %;-
DLW;-;-;-;2.0;0,3 %;-
WU;-;-;-;1.0;0,2 %;-
