Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;835;-;-;835;-;-
Wählende;423;50,7 %;-;423;50,7 %;-
Ungültige Stimmen;5;1,2 %;-;4;0,9 %;-
Gültige Stimmen;418;98,8 %;-;419;99,1 %;-
SPD;140;33,5 %;-;132;31,5 %;-
AfD;158;37,8 %;-;144;34,4 %;-
CDU;71;17,0 %;-;65;15,5 %;-
GRÜNE/B 90;3;0,7 %;-;9;2,1 %;-
DIE LINKE;13;3,1 %;-;6;1,4 %;-
BVB / FREIE WÄHLER;16;3,8 %;-;8;1,9 %;-
FDP;0;0,0 %;-;0;0,0 %;-
Tierschutzpartei;5;1,2 %;-;3;0,7 %;-
Plus;-;-;-;2;0,5 %;-
BSW;-;-;-;39;9,3 %;-
III. Weg;-;-;-;2;0,5 %;-
DKP;-;-;-;0;0,0 %;-
DLW;12;2,9 %;-;9;2,1 %;-
WU;-;-;-;0;0,0 %;-
