Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;481;-;-;481;-;-
Wählende;224;46,6 %;-;224;46,6 %;-
Ungültige Stimmen;3;1,3 %;-;1;0,4 %;-
Gültige Stimmen;221;98,7 %;-;223;99,6 %;-
SPD;95;43,0 %;-;72;32,3 %;-
AfD;66;29,9 %;-;60;26,9 %;-
CDU;19;8,6 %;-;22;9,9 %;-
GRÜNE/B 90;4;1,8 %;-;12;5,4 %;-
DIE LINKE;12;5,4 %;-;4;1,8 %;-
BVB / FREIE WÄHLER;17;7,7 %;-;1;0,4 %;-
FDP;6;2,7 %;-;5;2,2 %;-
Tierschutzpartei;-;-;-;8;3,6 %;-
Plus;-;-;-;2;0,9 %;-
BSW;-;-;-;37;16,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;2;0,9 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
