Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.218;-;-;1.218;-;-
Wählende;519;42,6 %;-;519.0;42,6 %;-
Ungültige Stimmen;11;2,1 %;-;9.0;1,7 %;-
Gültige Stimmen;508;97,9 %;-;510.0;98,3 %;-
SPD;141;27,8 %;-;143.0;28,0 %;-
AfD;252;49,6 %;-;240.0;47,1 %;-
CDU;44;8,7 %;-;35.0;6,9 %;-
GRÜNE/B 90;11;2,2 %;-;11.0;2,2 %;-
DIE LINKE;18;3,5 %;-;14.0;2,7 %;-
BVB / FREIE WÄHLER;27;5,3 %;-;9.0;1,8 %;-
FDP;7;1,4 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;11.0;2,2 %;-
Plus;-;-;-;1.0;0,2 %;-
BSW;-;-;-;40.0;7,8 %;-
III. Weg;-;-;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;8;1,6 %;-;2.0;0,4 %;-
WU;-;-;-;2.0;0,4 %;-
