Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;122;-;-;122;-;-
Wählende;84;68,9 %;+07;84;68,9 %;+07
Ungültige Stimmen;0;0,0 %;-19;0;0,0 %;-19
Gültige Stimmen;84;100,0 %;+19;84;100,0 %;+19
SPD;38;45,2 %;+189;37;44,0 %;+164
AfD;17;20,2 %;-48;16;19,0 %;-80
CDU;9;10,7 %;-111;5;6,0 %;-110
GRÜNE/B 90;0;0,0 %;-42;4;4,8 %;-01
DIE LINKE;6;7,1 %;+06;2;2,4 %;-22
BVB / FREIE WÄHLER;13;15,5 %;+51;4;4,8 %;-14
FDP;1;1,2 %;-43;0;0,0 %;-55
Tierschutzpartei;-;-;-;3;3,6 %;-20
Plus;-;-;-;0;0,0 %;-10
BSW;-;-;-;13;15,5 %;+155
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;0;0,0 %;00
