Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;466;-;-;466;-;-
Ungültige Stimmen;3;0,6 %;-;1;0,2 %;-
Gültige Stimmen;463;99,4 %;-;465;99,8 %;-
SPD;191;41,3 %;-;170;36,6 %;-
AfD;85;18,4 %;-;73;15,7 %;-
CDU;100;21,6 %;-;85;18,3 %;-
GRÜNE/B 90;8;1,7 %;-;17;3,7 %;-
DIE LINKE;26;5,6 %;-;15;3,2 %;-
BVB / FREIE WÄHLER;20;4,3 %;-;9;1,9 %;-
FDP;5;1,1 %;-;5;1,1 %;-
Tierschutzpartei;-;-;-;11;2,4 %;-
Plus;-;-;-;2;0,4 %;-
BSW;-;-;-;69;14,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;28;6,0 %;-;7;1,5 %;-
WU;-;-;-;2;0,4 %;-
