Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;437;-;-;437;-;-
Wählende;277;63,4 %;+82;277;63,4 %;+82
Ungültige Stimmen;4;1,4 %;+07;1;0,4 %;-20
Gültige Stimmen;273;98,6 %;-07;276;99,6 %;+20
SPD;78;28,6 %;+64;66;23,9 %;+30
AfD;128;46,9 %;+115;118;42,8 %;+84
CDU;47;17,2 %;+05;25;9,1 %;-83
GRÜNE/B 90;1;0,4 %;-20;5;1,8 %;-25
DIE LINKE;5;1,8 %;-114;5;1,8 %;-112
BVB / FREIE WÄHLER;14;5,1 %;-19;4;1,4 %;-41
FDP;0;0,0 %;-31;0;0,0 %;-28
Tierschutzpartei;-;-;-;4;1,4 %;-01
Plus;-;-;-;1;0,4 %;+04
BSW;-;-;-;43;15,6 %;+156
III. Weg;0;0,0 %;00;2;0,7 %;+07
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;3;1,1 %;+11
WU;-;-;-;0;0,0 %;00
