Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.740;-;-;1.74;-;-
Wählende;943;54,2 %;+61;943.0;54,2 %;+61
Ungültige Stimmen;17;1,8 %;+05;9.0;1,0 %;-04
Gültige Stimmen;926;98,2 %;-05;934.0;99,0 %;+04
SPD;282;30,5 %;+112;256.0;27,4 %;+71
AfD;333;36,0 %;+128;313.0;33,5 %;+109
CDU;94;10,2 %;-57;70.0;7,5 %;-45
GRÜNE/B 90;12;1,3 %;-105;31.0;3,3 %;-77
DIE LINKE;49;5,3 %;-69;28.0;3,0 %;-111
BVB / FREIE WÄHLER;151;16,3 %;+32;48.0;5,1 %;-88
FDP;5;0,5 %;-23;8.0;0,9 %;-19
Tierschutzpartei;-;-;-;27.0;2,9 %;+10
Plus;-;-;-;7.0;0,7 %;-01
BSW;-;-;-;135.0;14,5 %;+145
III. Weg;-;-;-;1.0;0,1 %;+01
DKP;-;-;-;3.0;0,3 %;+03
DLW;-;-;-;5.0;0,5 %;+05
WU;-;-;-;2.0;0,2 %;+02
