Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;513;-;-;513;-;-
Wählende;248;48,3 %;-02;248;48,3 %;-02
Ungültige Stimmen;4;1,6 %;+03;3;1,2 %;-00
Gültige Stimmen;244;98,4 %;-03;245;98,8 %;+00
SPD;65;26,6 %;+133;52;21,2 %;+20
AfD;124;50,8 %;+133;119;48,6 %;+91
CDU;27;11,1 %;-178;19;7,8 %;-113
GRÜNE/B 90;1;0,4 %;-30;5;2,0 %;-09
DIE LINKE;4;1,6 %;-68;3;1,2 %;-67
BVB / FREIE WÄHLER;16;6,6 %;+14;5;2,0 %;-10
FDP;7;2,9 %;-04;0;0,0 %;-48
Tierschutzpartei;-;-;-;6;2,4 %;+07
Plus;-;-;-;2;0,8 %;-07
BSW;-;-;-;29;11,8 %;+118
III. Weg;-;-;-;2;0,8 %;+08
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;2;0,8 %;+08
WU;-;-;-;1;0,4 %;+04
