Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.253;-;-;1.253;-;-
Wählende;628;50,1 %;-;628;50,1 %;-
Ungültige Stimmen;9;1,4 %;-;1;0,2 %;-
Gültige Stimmen;619;98,6 %;-;627;99,8 %;-
SPD;230;37,2 %;-;205;32,7 %;-
AfD;214;34,6 %;-;201;32,1 %;-
CDU;84;13,6 %;-;57;9,1 %;-
GRÜNE/B 90;15;2,4 %;-;23;3,7 %;-
DIE LINKE;19;3,1 %;-;17;2,7 %;-
BVB / FREIE WÄHLER;46;7,4 %;-;16;2,6 %;-
FDP;3;0,5 %;-;1;0,2 %;-
Tierschutzpartei;-;-;-;20;3,2 %;-
Plus;-;-;-;5;0,8 %;-
BSW;-;-;-;78;12,4 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;5;0,8 %;-;0;0,0 %;-
DLW;-;-;-;3;0,5 %;-
WU;-;-;-;1;0,2 %;-
EB Schamberger;3;0,5 %;-;-;-;-
