Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;876;-;-;876;-;-
Wählende;384;43,8 %;-;384;43,8 %;-
Ungültige Stimmen;5;1,3 %;-;3;0,8 %;-
Gültige Stimmen;379;98,7 %;-;381;99,2 %;-
SPD;125;33,0 %;-;115;30,2 %;-
AfD;159;42,0 %;-;150;39,4 %;-
CDU;37;9,8 %;-;31;8,1 %;-
GRÜNE/B 90;5;1,3 %;-;4;1,0 %;-
DIE LINKE;7;1,8 %;-;5;1,3 %;-
BVB / FREIE WÄHLER;30;7,9 %;-;12;3,1 %;-
FDP;5;1,3 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;4;1,0 %;-
Plus;-;-;-;4;1,0 %;-
BSW;-;-;-;50;13,1 %;-
III. Weg;-;-;-;1;0,3 %;-
DKP;-;-;-;0;0,0 %;-
DLW;11;2,9 %;-;4;1,0 %;-
WU;-;-;-;0;0,0 %;-
