Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;789;-;-;789;-;-
Ungültige Stimmen;9;1,1 %;-;8;1,0 %;-
Gültige Stimmen;780;98,9 %;-;781;99,0 %;-
SPD;255;32,7 %;-;200;25,6 %;-
AfD;158;20,3 %;-;150;19,2 %;-
CDU;190;24,4 %;-;152;19,5 %;-
GRÜNE/B 90;35;4,5 %;-;21;2,7 %;-
DIE LINKE;55;7,1 %;-;37;4,7 %;-
BVB / FREIE WÄHLER;67;8,6 %;-;29;3,7 %;-
FDP;20;2,6 %;-;8;1,0 %;-
Tierschutzpartei;-;-;-;24;3,1 %;-
Plus;-;-;-;13;1,7 %;-
BSW;-;-;-;141;18,1 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,5 %;-
WU;-;-;-;2;0,3 %;-
