Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;563;-;-;563;-;-
Wählende;297;52,8 %;-;297;52,8 %;-
Ungültige Stimmen;2;0,7 %;-;1;0,3 %;-
Gültige Stimmen;295;99,3 %;-;296;99,7 %;-
SPD;92;31,2 %;-;92;31,1 %;-
AfD;118;40,0 %;-;104;35,1 %;-
CDU;39;13,2 %;-;32;10,8 %;-
GRÜNE/B 90;3;1,0 %;-;6;2,0 %;-
DIE LINKE;11;3,7 %;-;6;2,0 %;-
BVB / FREIE WÄHLER;28;9,5 %;-;15;5,1 %;-
FDP;4;1,4 %;-;1;0,3 %;-
Tierschutzpartei;-;-;-;9;3,0 %;-
Plus;-;-;-;1;0,3 %;-
BSW;-;-;-;26;8,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;1,4 %;-
WU;-;-;-;0;0,0 %;-
