Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;338;-;-;338;-;-
Ungültige Stimmen;3;0,9 %;-;1;0,3 %;-
Gültige Stimmen;335;99,1 %;-;337;99,7 %;-
SPD;130;38,8 %;-;112;33,2 %;-
AfD;91;27,2 %;-;73;21,7 %;-
CDU;42;12,5 %;-;30;8,9 %;-
GRÜNE/B 90;7;2,1 %;-;15;4,5 %;-
DIE LINKE;36;10,7 %;-;20;5,9 %;-
BVB / FREIE WÄHLER;21;6,3 %;-;3;0,9 %;-
FDP;8;2,4 %;-;4;1,2 %;-
Tierschutzpartei;-;-;-;8;2,4 %;-
Plus;-;-;-;10;3,0 %;-
BSW;-;-;-;60;17,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;1;0,3 %;-
WU;-;-;-;1;0,3 %;-
