Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;957;-;-;957;-;-
Ungültige Stimmen;9;0,9 %;-;4;0,4 %;-
Gültige Stimmen;948;99,1 %;-;953;99,6 %;-
SPD;308;32,5 %;-;290;30,4 %;-
AfD;200;21,1 %;-;160;16,8 %;-
CDU;225;23,7 %;-;159;16,7 %;-
GRÜNE/B 90;35;3,7 %;-;34;3,6 %;-
DIE LINKE;52;5,5 %;-;32;3,4 %;-
BVB / FREIE WÄHLER;55;5,8 %;-;19;2,0 %;-
FDP;16;1,7 %;-;13;1,4 %;-
Tierschutzpartei;-;-;-;35;3,7 %;-
Plus;51;5,4 %;-;22;2,3 %;-
BSW;-;-;-;180;18,9 %;-
III. Weg;6;0,6 %;-;1;0,1 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;4;0,4 %;-
WU;-;-;-;4;0,4 %;-
