Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.231;-;-;1.231;-;-
Wählende;652;53,0 %;-;652;53,0 %;-
Ungültige Stimmen;8;1,2 %;-;6;0,9 %;-
Gültige Stimmen;644;98,8 %;-;646;99,1 %;-
SPD;273;42,4 %;-;248;38,4 %;-
AfD;194;30,1 %;-;176;27,2 %;-
CDU;99;15,4 %;-;68;10,5 %;-
GRÜNE/B 90;19;3,0 %;-;32;5,0 %;-
DIE LINKE;25;3,9 %;-;10;1,5 %;-
BVB / FREIE WÄHLER;24;3,7 %;-;13;2,0 %;-
FDP;5;0,8 %;-;4;0,6 %;-
Tierschutzpartei;-;-;-;7;1,1 %;-
Plus;-;-;-;3;0,5 %;-
BSW;-;-;-;83;12,8 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;1;0,2 %;-;0;0,0 %;-
DLW;-;-;-;0;0,0 %;-
WU;-;-;-;2;0,3 %;-
EB Schamberger;4;0,6 %;-;-;-;-
