Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;456;-;-;456;-;-
Wählende;279;61,2 %;-;279;61,2 %;-
Ungültige Stimmen;2;0,7 %;-;1;0,4 %;-
Gültige Stimmen;277;99,3 %;-;278;99,6 %;-
SPD;81;29,2 %;-;73;26,3 %;-
AfD;97;35,0 %;-;99;35,6 %;-
CDU;70;25,3 %;-;52;18,7 %;-
GRÜNE/B 90;2;0,7 %;-;7;2,5 %;-
DIE LINKE;12;4,3 %;-;9;3,2 %;-
BVB / FREIE WÄHLER;10;3,6 %;-;5;1,8 %;-
FDP;1;0,4 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;2;0,7 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;27;9,7 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;4;1,4 %;-;0;0,0 %;-
WU;-;-;-;0;0,0 %;-
