Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;725;-;-;725;-;-
Wählende;547;75,4 %;+174;547;75,4 %;+174
Ungültige Stimmen;10;1,8 %;+00;6;1,1 %;-09
Gültige Stimmen;537;98,2 %;-00;541;98,9 %;+09
SPD;148;27,6 %;-33;138;25,5 %;+05
AfD;244;45,4 %;+160;204;37,7 %;+75
CDU;61;11,4 %;-09;47;8,7 %;-57
GRÜNE/B 90;8;1,5 %;-45;10;1,8 %;-53
DIE LINKE;33;6,1 %;-59;12;2,2 %;-96
BVB / FREIE WÄHLER;33;6,1 %;-06;15;2,8 %;-14
FDP;6;1,1 %;-14;1;0,2 %;-26
Tierschutzpartei;-;-;-;8;1,5 %;-15
Plus;-;-;-;2;0,4 %;-08
BSW;-;-;-;95;17,6 %;+176
III. Weg;4;0,7 %;+07;3;0,6 %;+06
DKP;-;-;-;2;0,4 %;+04
DLW;-;-;-;1;0,2 %;+02
WU;-;-;-;3;0,6 %;+06
