Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;656;-;-;656;-;-
Wählende;281;42,8 %;-;281;42,8 %;-
Ungültige Stimmen;3;1,1 %;-;2;0,7 %;-
Gültige Stimmen;278;98,9 %;-;279;99,3 %;-
SPD;56;20,1 %;-;54;19,4 %;-
AfD;153;55,0 %;-;140;50,2 %;-
CDU;39;14,0 %;-;31;11,1 %;-
GRÜNE/B 90;4;1,4 %;-;5;1,8 %;-
DIE LINKE;7;2,5 %;-;5;1,8 %;-
BVB / FREIE WÄHLER;17;6,1 %;-;7;2,5 %;-
FDP;2;0,7 %;-;2;0,7 %;-
Tierschutzpartei;-;-;-;7;2,5 %;-
Plus;-;-;-;0;0,0 %;-
BSW;-;-;-;24;8,6 %;-
III. Weg;-;-;-;1;0,4 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,1 %;-
WU;-;-;-;0;0,0 %;-
