Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;274;-;-;274;-;-
Ungültige Stimmen;8;2,9 %;-;6;2,2 %;-
Gültige Stimmen;266;97,1 %;-;268;97,8 %;-
SPD;124;46,6 %;-;78;29,1 %;-
AfD;74;27,8 %;-;67;25,0 %;-
CDU;32;12,0 %;-;36;13,4 %;-
GRÜNE/B 90;4;1,5 %;-;8;3,0 %;-
DIE LINKE;12;4,5 %;-;4;1,5 %;-
BVB / FREIE WÄHLER;17;6,4 %;-;7;2,6 %;-
FDP;3;1,1 %;-;3;1,1 %;-
Tierschutzpartei;-;-;-;5;1,9 %;-
Plus;-;-;-;2;0,7 %;-
BSW;-;-;-;55;20,5 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;0;0,0 %;-
DLW;-;-;-;3;1,1 %;-
WU;-;-;-;0;0,0 %;-
Die PARTEI;0;0,0 %;-;-;-;-
