Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;500;-;-;500;-;-
Wählende;279;55,8 %;-;279;55,8 %;-
Ungültige Stimmen;4;1,4 %;-;2;0,7 %;-
Gültige Stimmen;275;98,6 %;-;277;99,3 %;-
SPD;91;33,1 %;-;88;31,8 %;-
AfD;108;39,3 %;-;102;36,8 %;-
CDU;27;9,8 %;-;18;6,5 %;-
GRÜNE/B 90;3;1,1 %;-;2;0,7 %;-
DIE LINKE;5;1,8 %;-;2;0,7 %;-
BVB / FREIE WÄHLER;34;12,4 %;-;18;6,5 %;-
FDP;2;0,7 %;-;3;1,1 %;-
Tierschutzpartei;-;-;-;2;0,7 %;-
Plus;2;0,7 %;-;1;0,4 %;-
BSW;-;-;-;35;12,6 %;-
III. Weg;-;-;-;0;0,0 %;-
DKP;-;-;-;1;0,4 %;-
DLW;3;1,1 %;-;2;0,7 %;-
WU;-;-;-;3;1,1 %;-
