Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;0;-;-;0;-;-
Wählende;590;-;-;590;-;-
Ungültige Stimmen;3;0,5 %;-03;2;0,3 %;-04
Gültige Stimmen;587;99,5 %;+03;588;99,7 %;+04
SPD;193;32,9 %;+47;201;34,2 %;+114
AfD;112;19,1 %;+43;94;16,0 %;+00
CDU;134;22,8 %;+34;108;18,4 %;-15
GRÜNE/B 90;19;3,2 %;-99;18;3,1 %;-113
DIE LINKE;40;6,8 %;-20;17;2,9 %;-56
BVB / FREIE WÄHLER;78;13,3 %;+14;26;4,4 %;-51
FDP;11;1,9 %;-18;10;1,7 %;-24
Tierschutzpartei;-;-;-;14;2,4 %;-10
Plus;-;-;-;8;1,4 %;-01
BSW;-;-;-;82;13,9 %;+139
III. Weg;-;-;-;3;0,5 %;+05
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;4;0,7 %;+07
WU;-;-;-;3;0,5 %;+05
