Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;83;-;-;83;-;-
Wählende;55;66,3 %;+193;55;66,3 %;+193
Ungültige Stimmen;2;3,6 %;+15;0;0,0 %;-16
Gültige Stimmen;53;96,4 %;-15;55;100,0 %;+16
SPD;13;24,5 %;-28;13;23,6 %;-54
AfD;25;47,2 %;+222;22;40,0 %;+128
CDU;6;11,3 %;-100;4;7,3 %;-113
GRÜNE/B 90;2;3,8 %;-08;0;0,0 %;-47
DIE LINKE;2;3,8 %;-38;0;0,0 %;-67
BVB / FREIE WÄHLER;5;9,4 %;-13;1;1,8 %;-60
FDP;0;0,0 %;-35;0;0,0 %;-35
Tierschutzpartei;-;-;-;2;3,6 %;+23
Plus;-;-;-;0;0,0 %;-08
BSW;-;-;-;12;21,8 %;+218
III. Weg;-;-;-;0;0,0 %;00
DKP;-;-;-;0;0,0 %;00
DLW;-;-;-;0;0,0 %;00
WU;-;-;-;1;1,8 %;+18
