Merkmal_Unnamed: 0_level_1;Erststimmen_Anzahl;Erststimmen_Anteil;Erststimmen_Gewinn;Zweitstimmen_Anzahl;Zweitstimmen_Anteil;Zweitstimmen_Gewinn
Wahlberechtigte;1.183;-;-;1.183;-;-
Wählende;531;44,9 %;-;531.0;44,9 %;-
Ungültige Stimmen;10;1,9 %;-;6.0;1,1 %;-
Gültige Stimmen;521;98,1 %;-;525.0;98,9 %;-
SPD;176;33,8 %;-;152.0;29,0 %;-
AfD;224;43,0 %;-;209.0;39,8 %;-
CDU;63;12,1 %;-;54.0;10,3 %;-
GRÜNE/B 90;2;0,4 %;-;0.0;0,0 %;-
DIE LINKE;15;2,9 %;-;9.0;1,7 %;-
BVB / FREIE WÄHLER;39;7,5 %;-;18.0;3,4 %;-
FDP;1;0,2 %;-;2.0;0,4 %;-
Tierschutzpartei;-;-;-;6.0;1,1 %;-
Plus;-;-;-;4.0;0,8 %;-
BSW;-;-;-;71.0;13,5 %;-
III. Weg;1;0,2 %;-;0.0;0,0 %;-
DKP;-;-;-;0.0;0,0 %;-
DLW;-;-;-;0.0;0,0 %;-
WU;-;-;-;0.0;0,0 %;-
